image,predicted,true
185.jpg,21.67,11.69
186.jpg,72.00,78.45
187.jpg,26.00,19.35
188.jpg,38.00,30.32
189.jpg,32.50,26.77
19.jpg,63.33,75.32
190.jpg,40.63,32.38
191.jpg,38.00,33.12
192.jpg,76.00,45.54
193.jpg,40.63,26.17
194.jpg,38.00,25.47
195.jpg,38.00,21.50
196.jpg,52.00,26.61
197.jpg,46.34,28.81
198.jpg,63.00,52.59
199.jpg,44.00,20.74
2.jpg,70.00,70.97
20.jpg,63.33,59.63
200.jpg,29.00,17.19
201.jpg,38.00,23.73
202.jpg,27.50,13.93
203.jpg,48.00,23.38
204.jpg,65.33,70.97
205.jpg,65.33,70.21
206.jpg,32.00,17.63
207.jpg,47.50,36.00
208.jpg,72.00,73.78
209.jpg,72.00,82.39
21.jpg,36.67,24.39
210.jpg,52.00,42.61
211.jpg,48.00,48.33
212.jpg,56.00,48.15
213.jpg,52.00,63.50
214.jpg,63.00,58.28
215.jpg,35.00,24.84
216.jpg,38.00,18.90
217.jpg,38.00,30.41
218.jpg,36.67,26.61
219.jpg,59.09,36.00
22.jpg,63.33,52.05
220.jpg,60.00,45.24
221.jpg,59.09,45.63
222.jpg,27.27,23.08
223.jpg,73.33,85.35
224.jpg,88.00,81.86
225.jpg,88.00,80.61
226.jpg,92.00,75.74
227.jpg,70.00,73.60
228.jpg,70.00,39.81
229.jpg,52.50,21.84
23.jpg,20.00,12.99
230.jpg,48.00,46.10
231.jpg,56.00,49.12
232.jpg,47.50,44.38
233.jpg,54.29,44.76
234.jpg,57.78,49.68
235.jpg,52.00,60.80
236.jpg,47.50,31.76
237.jpg,38.00,29.00
238.jpg,48.00,45.28
239.jpg,55.00,37.65
24.jpg,38.00,38.19
240.jpg,26.00,15.00
241.jpg,38.00,21.95
242.jpg,68.57,56.82
243.jpg,68.57,70.55
244.jpg,80.00,61.61
245.jpg,38.00,20.85
246.jpg,38.00,34.21
247.jpg,55.00,42.08
248.jpg,38.00,34.40
249.jpg,44.00,37.68
25.jpg,65.00,46.43
250.jpg,38.00,28.79
251.jpg,38.00,36.24
252.jpg,38.00,36.43
253.jpg,61.33,46.79
254.jpg,55.38,45.84
255.jpg,42.00,44.72
256.jpg,63.00,55.84
257.jpg,72.00,72.87
258.jpg,63.00,73.47
259.jpg,38.00,40.16
26.jpg,47.50,28.05
260.jpg,38.00,38.82
261.jpg,73.33,73.17
262.jpg,22.50,16.83
263.jpg,17.50,14.74
264.jpg,17.65,14.15
265.jpg,15.00,15.83
266.jpg,20.00,12.84
267.jpg,21.13,16.98
268.jpg,21.43,18.52
269.jpg,33.33,23.86
27.jpg,36.67,33.33
270.jpg,25.42,15.12
271.jpg,16.92,11.58
272.jpg,36.67,29.11
273.jpg,33.33,26.05
274.jpg,38.00,33.33
275.jpg,38.00,27.78
276.jpg,14.00,10.22
277.jpg,10.00,7.24
278.jpg,11.39,5.38
279.jpg,22.00,14.29
28.jpg,76.00,61.29
280.jpg,21.43,16.82
281.jpg,28.21,21.37
282.jpg,27.08,25.00
283.jpg,10.00,6.82
284.jpg,32.50,28.35
285.jpg,17.65,12.32
286.jpg,27.50,24.78
287.jpg,32.00,23.87
288.jpg,47.50,47.32
289.jpg,28.89,25.69
29.jpg,7.00,5.15
290.jpg,22.00,20.63
291.jpg,13.58,11.71
292.jpg,13.85,13.59
293.jpg,37.14,32.67
294.jpg,11.00,11.02
295.jpg,15.29,10.09
296.jpg,22.00,18.35
297.jpg,18.75,13.76
298.jpg,37.14,27.93
299.jpg,14.00,12.41
3.jpg,65.00,82.05
30.jpg,62.86,48.80
300.jpg,16.92,10.89
301.jpg,15.00,9.42
302.jpg,17.50,15.89
303.jpg,27.50,17.14
304.jpg,17.50,12.60
305.jpg,49.00,53.75
306.jpg,60.00,46.77
307.jpg,60.00,45.96
308.jpg,60.00,41.00
309.jpg,23.33,11.57
31.jpg,63.00,39.43
310.jpg,22.00,11.21
311.jpg,56.00,38.55
312.jpg,53.66,36.75
313.jpg,60.00,47.52
314.jpg,38.00,33.12
315.jpg,34.12,24.83
316.jpg,34.12,24.40
317.jpg,32.50,29.63
318.jpg,25.42,19.83
319.jpg,38.00,35.76
32.jpg,56.00,33.69
320.jpg,13.75,11.54
321.jpg,32.50,24.29
322.jpg,38.00,27.66
323.jpg,27.50,21.13
324.jpg,22.50,19.19
325.jpg,32.00,32.14
326.jpg,38.00,36.99
327.jpg,48.00,40.72
328.jpg,48.00,46.31
329.jpg,38.00,36.90
33.jpg,44.00,29.11
330.jpg,38.00,34.69
331.jpg,38.00,42.96
332.jpg,27.00,13.71
333.jpg,20.00,21.59
334.jpg,14.00,8.26
335.jpg,13.75,12.07
336.jpg,36.67,34.21
337.jpg,36.00,34.72
338.jpg,46.48,62.50
339.jpg,63.00,54.65
34.jpg,47.50,31.62
340.jpg,72.00,71.14
341.jpg,0.00,0.85
342.jpg,7.00,3.39
343.jpg,8.57,4.50
344.jpg,17.50,12.00
345.jpg,11.11,9.85
346.jpg,11.00,10.58
347.jpg,13.00,8.50
348.jpg,17.65,9.91
349.jpg,11.39,11.39
35.jpg,34.12,30.25
350.jpg,22.50,16.39
351.jpg,11.00,6.45
352.jpg,20.00,17.56
353.jpg,45.71,48.05
354.jpg,40.00,33.33
355.jpg,47.50,51.06
356.jpg,23.75,21.52
357.jpg,25.71,20.48
358.jpg,44.00,48.55
359.jpg,38.00,34.94
36.jpg,38.00,18.90
360.jpg,48.00,54.46
361.jpg,22.00,20.71
362.jpg,27.27,25.81
363.jpg,17.65,12.82
364.jpg,22.50,15.13
365.jpg,22.00,16.96
366.jpg,30.00,26.03
368.jpg,15.00,13.07
369.jpg,18.00,10.66
37.jpg,38.00,23.17
370.jpg,9.00,7.39
371.jpg,11.00,6.57
372.jpg,3.00,1.53
373.jpg,21.67,13.03
374.jpg,18.33,13.62
375.jpg,17.65,9.57
376.jpg,11.00,6.48
377.jpg,15.29,6.58
379.jpg,0.00,0.00
38.jpg,38.00,24.37
380.jpg,2.17,1.05
381.jpg,1.01,0.91
382.jpg,11.00,6.31
383.jpg,5.00,4.39
384.jpg,10.00,5.59
385.jpg,5.00,2.39
386.jpg,7.00,3.74
387.jpg,6.67,2.59
388.jpg,26.00,11.55
389.jpg,28.00,17.97
39.jpg,22.50,20.19
390.jpg,28.00,20.35
391.jpg,22.00,9.00
392.jpg,34.67,30.83
393.jpg,23.97,9.06
394.jpg,18.00,6.48
395.jpg,12.00,8.60
396.jpg,29.23,15.26
397.jpg,27.14,20.82
398.jpg,28.00,11.01
399.jpg,27.14,14.56
4.jpg,80.00,78.05
40.jpg,29.23,13.56
400.jpg,16.36,6.93
401.jpg,11.00,3.63
41.jpg,28.00,14.01
42.jpg,29.00,13.15
43.jpg,28.00,16.25
44.jpg,40.00,25.00
45.jpg,30.00,22.45
46.jpg,48.00,36.30
47.jpg,53.66,32.12
48.jpg,41.43,24.32
49.jpg,47.50,28.57
5.jpg,62.86,50.00
50.jpg,72.00,61.88
51.jpg,58.00,58.78
52.jpg,80.00,73.00
53.jpg,72.00,73.57
54.jpg,72.00,73.14
55.jpg,54.17,39.39
56.jpg,47.50,39.45
57.jpg,63.00,56.69
58.jpg,56.00,37.36
59.jpg,56.00,45.09
6.jpg,80.00,56.62
60.jpg,56.00,55.10
61.jpg,60.00,58.38
62.jpg,60.00,52.74
63.jpg,72.00,58.72
64.jpg,37.33,28.04
65.jpg,27.00,23.89
66.jpg,27.00,21.47
67.jpg,44.00,26.34
68.jpg,44.00,33.33
69.jpg,26.00,13.33
7.jpg,70.00,72.22
70.jpg,38.00,33.83
71.jpg,65.00,36.47
72.jpg,63.33,45.10
73.jpg,43.33,30.00
74.jpg,56.00,34.35
75.jpg,48.00,42.50
76.jpg,56.00,33.03
77.jpg,58.00,37.42
78.jpg,60.00,44.53
79.jpg,47.50,39.66
8.jpg,68.57,65.83
80.jpg,40.63,27.59
81.jpg,43.33,30.63
82.jpg,38.00,24.57
83.jpg,33.75,18.37
84.jpg,37.14,21.80
85.jpg,37.14,21.54
86.jpg,38.00,23.72
87.jpg,55.00,38.33
88.jpg,75.68,85.29
89.jpg,65.00,73.40
9.jpg,55.00,34.25
90.jpg,75.68,79.12
91.jpg,49.06,47.95
92.jpg,38.00,49.65
93.jpg,56.00,53.90
94.jpg,64.00,63.03
95.jpg,62.86,59.81
96.jpg,66.67,66.67
97.jpg,70.00,67.77
98.jpg,74.29,66.41
99.jpg,52.00,41.00
367.jpg,30.00,0.00
378.jpg,0.00,0.00
